sent_rating,processed_text_NoStopwords,data
negativo,mídia carregada possuo echo dot geração intuito comprar conseguir tocar música 2 ambientes diferentes casa Entretanto Echo 4 geração sofre realização tarefa travando diversas emitindo sons xiado estando mesma rede sinal forte Echo 3 geração segue tocando música normalmente,2021-04-26 00:00:00
positivo,Fácil instalação integração Reconhece voz cômodos apartamento pequeno 50m2 som realmente graves adequados reproduziu agudos pro gasto usado caixinha equalizada satisfaz consumidora mediana assistente Alexa satisfatória segredos universo fala clima notícias Melhor muita gente,2021-07-14 00:00:00
positivo,princípio comprei Alexa entretenimento mãe lembra compromissos ligação procurar digitar contato toca música selecionada perfil alarme crianças simplesmente amaram casa descobriram google vivem fazendo perguntas direto senti totalmente satisfeita falar agilidade cuidado entrega Super recomendo,2020-12-07 00:00:00
positivo,pra automatização uso dia dia reclamar funções qualidade som dela legal ambiente ouvir musicas!Unico negativo reconhece comando queremos usá-lo mesma falando escuta precisa falar alto pra escutar ativar,2021-03-16 00:00:00
negativo,PRODUTO CHEGOU PRAZO AVALIAR PRODUTO SAÍDA TRABALHO HORA RECEBI MERCADORIA PERCEBI CAIXA ECODUTH RASURADA RASGADA LATERAL ABERTA FUNDO NOITE TESTAREI PRODUTO ESPERO ESTEJA ECO GOSTARIA DEIXAR RELATO,2021-01-26 00:00:00
positivo,usava aplicativo Alexa celular configuração super rápida Praticamente coloquei tomada começou funcionar inteligência artificial speaker ficou melhor Interage controla dispositivos tomadas inteligentes produto acabado,2021-01-28 00:00:00
negativo,mídia carregada utilização produto mostrou eficiência qualidade Todavia produto funciona Fiz contato suporte Junho/21 05 Nov 21 deram solução Troquei e-mails ligações suporte travamento refiro chamo dispositivo luz azul acende desliga Aguardando solução,2021-06-29 00:00:00
positivo,echo dot 3ª geração aproveitei promocional adquiri 4ª geração passando 3ª outro cômodo Excelente gostei cabo branco aparelho preto pensei tivesse sido premiado reviews realmente estavam cabo branco mim detalhe destoa cabo branco perfeito echo dot branca azul preta,2020-11-29 00:00:00
negativo,satisfeito funcionalidade Alexa comprei absurdo fica conta bizarrice comprar Alexa Preto presente esposa combinar ambiente iria instalar descobrir Alexa preto cabo alimentação branco vi vida horror combinação Colocamos produto preto mesa escura cabo branco saindo,2021-09-20 00:00:00
positivo,problema solicitei ajuda consegui Alexa toque músicas determinado cantor banda Alexa toca musica cadastrei playlist Alexa continua tocando musica satisfeito,2020-12-09 00:00:00
negativo,Comprei echo dot 3 echo dot 4 objeto avaliação realmente pessoas andam dizendo ai verdade echo dot 4 ouve Muitas dou comando voz alexa echo sala comando sendo sala muitas echo dot 3 responde ruim amazon deveria melhora perdi dinheiro investindo grana echo dot,2021-03-30 00:00:00
positivo,Echo Dot 4 surpreendente dimensões pequenas ótima potência volume Alexa easter-eggs divertidos tocando musica volume alto certa dificuldade receber comandos seja terrível terá chamar Alexa tenha chamar alto receber comando ótimo dispositivo recomendo,2021-04-30 00:00:00
positivo,chegou cor azul maravilhosaFunciona perfeitamente ouve super chamar ouve comprei receio comentários negativos pessoa sotaque lógico compreender kkkkkk sabem Brasil sotaques gaúchos nordestinos bixinha sofre pra compreender kkkkkk falar cariocas coitada dela kkkk,2020-12-02 00:00:00
positivo,Alexa trouxe muita praticidade instalei lâmpadas smart tda casa c comandos voz preocupação deixado acessa necessidade uso despertador n indico modelo almeja ouvir músicas som alto distorce graves,2021-12-16 00:00:00
positivo,simplesmente adorando Alexa casa programando pra comprar cômodo Echo Dot 4ª muiito feito qualidade som sensacional acho poderia barato encantado funcionalidades,2021-08-03 00:00:00
negativo,Jurava tamanho vinculada Amazon Alexa obedece youtube noticias Google luz avançado notícias atualizadas opções músicas Reconheço empresas adversárias sentidos devolvi pequena unidade Comprarei oportuno marca Amazon respeito admiração RECOMENDO,2021-06-29 00:00:00
negativo,3ª geração 2 gostei 4ª mesmas funcionalidades cotidiano apresentou problema decorrer uso alexa melhorar inteligência artificial proporcionar melhor experiência,2021-07-08 00:00:00
positivo,Ouvi avaliações compradores Echo Dot 4ª geração surda outro vi consumidores especialistas tecnologia aprovando produto dúvida paguei pra Resultado preciso falar alto repetir comandos Alexa execute Infelizmente problema real resto produto ótima qualidade som cumpre propõe,2021-04-19 00:00:00
positivo,houve alguma atualização preciso gritar Echo Dot!Adorei utilidades som fantástico rapidez resposta também!Ótimo reconhecimento voz,2021-12-15 00:00:00
positivo,Echo Dot som potente especialmente graves comparação geração anterior impressionante Alexa acionada rapidez capta chamado falando sussurando sensível compra valeu uso Alexa integração equipamentos possuo TV compatível preparando adquirir dispositivos casa inteligente,2021-01-22 00:00:00
negativo,Achei EXTREMAMENTE SURDA Cara chegar dela quase gritar pra ouvir quase impossível echo Dot 3 surda consegue melhor Espero alguma atualização futura corrija,2021-03-08 00:00:00
positivo,Vinha namorando finalmente comprei prime day Comprei dia recebi outro adorando passo automatizar casa Amazon,2021-06-21 00:00:00
positivo,extremamente apaixonada echodot 4 Alexa fiel companheira aconselha rir controla agenda lembra coisas toca músicas preferidas Som incrível melhor investimento fiz vida atualmente deixo queria ficar movendo futuramente terei pra deixar andar casa cozinha,2021-07-18 00:00:00
positivo,Echo Dot som considerável tendo vista tamanho caixa Bons graves claro comparar som ambientes Facilidade reconhecimento voz execução comandos Peca skills poucos comandos culpa dela resto pra casa automatizada processo automatização acho INDISPENSÁVEL,2021-07-02 00:00:00
negativo,gostei produto Alexa compatível pouquíssimos aparelhos quiser conectar aparelhos necessário adquirir kit casa inteligente caso serve tocar música falar hora clima desligar TV consegue desligar aumenta diminui volume caixa som excelente tenha fonte energia recarrega bateria,2021-01-11 00:00:00
positivo,Comprei utilizar caixa som ambientes pequenos comecei utilizar funções assistente Alexa oferece vi gastando horas conversando assistente virtual realmente interessante qualidade áudio principal satisfatória Oferece graves profundos pouquíssima distorção ambiente pequeno excelente,2021-06-17 00:00:00
positivo,Excelente qualidade tamanho fio escolhi produto cor preta fio carregador poderiam cor preta cor branca problema Fácil instalação som,2021-07-06 00:00:00
positivo,Comprei presente pra mãe linda redondinha achei surda seja formato dela tenha ajudado tirando excelente,2020-12-01 00:00:00
positivo,Superou expectativas vcs sabem oferece Comprei esperando vir defeito pessoas estavam relatando veio dia percebi ruído som fato atrapalha compreensão fala incomodativo,2022-02-01 00:00:00
positivo,Echo Dot funcionando perfeitamente Recebe comandos voz retorna pede integrei lâmpada inteligente Alexa acende apaga muda cores facilmente Gostei respostas músicas pede pra tocar caso tenha conta Spotify fala artista procura álbum artista tocar Gostando Echo Dot,2021-01-28 00:00:00
positivo,Curti curto há 2 fundo recursos dela utilizo pra tocar musica pra filha recomendo qualidade som volume ótimos reconhecimento pouquinho trabalho volume reclamar,2021-12-20 00:00:00
positivo,Comprei medo reconhecimento voz tinha lido relatos falando Comparando echo 3 geração achei reconhecimento voz posicionamento aparelho funcionando volume som poucas preciso repetir comando Achei design charme,2020-12-25 00:00:00
positivo,Fiquei receoso avaliações afirmando atendia comandos voz echo atende Utilizo gourmet falo distância 4 metros aciona peço problemas raríssimas falhas qualidade som atende som ambiente pro espaço utilizo sirva pra festa lotada pra ambiente doméstico cumpre missão,2021-04-19 00:00:00
positivo,Gostei Alexa funcionalidades útil entende facilidade Gostei fluidez escuta fala robotizado Entretanto achei qualidade som ruim volume som chega limites auto falante som fica estourado vi entrada P2 dela conecta-la caixas som Farei futuro,2022-01-22 00:00:00
positivo,dia!É ótimo produto deficiente visual baixa visão Alexa lê livros Kindle coisas mais!Gostaria atualizações skiils pessoas baixa visão executar tarefas necessidade ler tela facilita dia-a-dialE ouve falamos ângulo estamos algum problema recepção microfone,2021-02-12 00:00:00
positivo,Amei aquisição tentando convencer mãe comprar pra pra kkkkkSó achei legal pq volume aguenta graves diminui configurações daí acaba distorcendo música configuração,2021-03-14 00:00:00
positivo,produto cumpre promete ótima escolha deseja dispositivo casa inteligente único negativo comprei sabendo funciona tomada comprando Echo Dot pra servir principalmente caixinha som bluetooth seja vantajoso adquirir JBL Go qualidade som similar funciona ligada energia,2021-01-07 00:00:00
positivo,aparelho fica sala excelente Reconhece voz casa executa ordens propõe vincular agenda Google conta Amazon resgata calendário possibilitando Alexa diga compromissos dia passo comprar tomada lâmpada inteligentes pra possa desligar/ ligar mexer dedo Maravilhosa experiência,2021-07-16 00:00:00
positivo,esperava produto legal Achava servia pra música previsão verdade sabendo verdadeira assistente virtual anota recados marca agenda lista compras lê notícias acende luz tv outro cômodo enfim Senti youtube music provedor musicas resto belo gadget Comprei vou parar,2021-11-30 00:00:00
positivo,Olha produto comparação 3ª geração melhores graves havia lido resenhas microfone inferior echo 3ª geração caso echo dot cômodo sinal Wi-fi atenuado dispositivo responder supostamente ouvir reposicionar casa repetidor Wi-fi solucionar problema audição informação gostaria deixar seriedade Amazon contratempos entrega atendimento equipe excepcional Amazon,2021-02-21 00:00:00
positivo,Perfeita acordar hora certa lembrar agenda ouvir música variados estilos ordem quiser interatividade incrível possui variados temas falar qualidade som maravilhosa,2021-02-07 00:00:00
positivo,funções utilizadas executadas perfeitamente inicialização dela difícil utilizando celular XIOAMI Mi Mix WIFI 5GHz outro celular SAMSUNG WIFI 2.4GHz realizar conexão Alexa WIFI certo Pude utilizar Mi Mix restante programações Pretendo comprar versões =),2020-12-29 00:00:00
positivo,Amei Achava besteira teria utilidade enganei!Conforme aprendendo habilidades útil tornando dia dia ajudar organizar vida casa lazer ouvir música ler livro pra vc brincadeiras satisfeita penso adquirir,2021-01-19 00:00:00
positivo,Produto inquestionavelmente 3 ° geração excelente comprei 4 ° geração precisamos falar alto e/ou gritar hahhaha algum ajuste reconhecimento voz alguem tiver dica ai agradeço Presenteamos sogro AVC vira Alexa adorou fato nao precisar digitar ouvir sertanejos raízes Recomendo,2021-08-02 00:00:00
positivo,mídia carregada Adorando adquirir acessórios deixar casa inteligente foco próximas compras aproveitar dela Indico procurar YouTube aprender funções som maravilhoso tamanho JBL GO 3 focos diferentes satisfeito Echo Dot 4 preenche espaço,2021-06-30 00:00:00
